chapter_idx,chapter_title,event_idx,word_count,prefix-probing_rougeL,simple_agent_extraction_rougeL,simple_agent_extraction_refined_best_rougeL,simple_agent_extraction_refined_first_rougeL,prefix-probing_weighted_rougeL,simple_agent_extraction_weighted_rougeL,simple_agent_extraction_refined_best_weighted_rougeL,simple_agent_extraction_refined_first_weighted_rougeL
17,Chapter 17,4,119,0.3592233009708738,0.42718446601941745,0.7475728155339806,0.5728155339805825,0.0005652496868211194,0.0006721888167602501,0.001176330429330438,0.0009013440952012446
17,Chapter 17,5,140,0.17647058823529413,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.0003266850336252238,0.0011433976176882833,0.0011433976176882833,0.0011433976176882833
18,Chapter 18,0,342,0.31543624161073824,0.4395973154362416,0.45302013422818793,0.45302013422818793,0.0014264828846014925,0.0019879708285403777,0.0020486722278851223,0.0020486722278851223
18,Chapter 18,1,292,0.21052631578947367,0.37280701754385964,0.37280701754385964,0.37280701754385964,0.0008128644144940406,0.0014394474006665303,0.0014394474006665303,0.0014394474006665303
18,Chapter 18,2,394,0.16332378223495703,0.3753581661891118,0.3753581661891118,0.3753581661891118,0.000850892156144356,0.0019555591658756252,0.0019555591658756252,0.0019555591658756252
18,Chapter 18,3,333,0.20717131474103587,0.3745019920318725,0.3745019920318725,0.3745019920318725,0.0009122265862106279,0.0016490249827653659,0.0016490249827653659,0.0016490249827653659
18,Chapter 18,4,697,0.13857677902621723,0.14794007490636704,0.14794007490636704,0.14794007490636704,0.001277180003983728,0.0013634759501988446,0.0013634759501988446,0.0013634759501988446
18,Chapter 18,5,567,0.17155756207674944,0.29571106094808125,0.29571106094808125,0.29571106094808125,0.001286239358124414,0.0022170704725565553,0.0022170704725565553,0.0022170704725565553
19,Chapter 19,0,184,0.38461538461538464,0.4970414201183432,0.5384615384615384,0.5384615384615384,0.0009357791073074177,0.0012093145386742011,0.0013100907502303846,0.0013100907502303846
19,Chapter 19,1,216,0.2896174863387978,0.4918032786885246,0.4918032786885246,0.4918032786885246,0.0008271940476711756,0.0014046691375548266,0.0014046691375548266,0.0014046691375548266
19,Chapter 19,2,314,0.19823788546255505,0.4185022026431718,0.4185022026431718,0.4185022026431718,0.00082308592329678,0.00173762583807098,0.00173762583807098,0.00173762583807098
19,Chapter 19,3,116,0.29292929292929293,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.0004493137013698725,0.0008056659472839094,0.0008056659472839094,0.0008056659472839094
19,Chapter 19,4,771,0.2281303602058319,0.28987993138936535,0.28987993138936535,0.28987993138936535,0.0023257676952198507,0.0029552988006928925,0.0029552988006928925,0.0029552988006928925
19,Chapter 19,5,610,0.1392156862745098,0.2725490196078431,0.30196078431372547,0.27450980392156865,0.0011229149846276542,0.002198382857228788,0.0024356184173613907,0.002214198561237628
20,Chapter 20,0,696,0.18166383701188454,0.24108658743633277,0.28183361629881154,0.28183361629881154,0.0016718857345393336,0.0022187642458372466,0.002593766653584387,0.002593766653584387
20,Chapter 20,1,220,0.21390374331550802,0.3689839572192513,0.41711229946524064,0.4117647058823529,0.0006222572069051882,0.0010733936819114496,0.001213401553465117,0.0011978451232924872
20,Chapter 20,2,411,0.2195845697329377,0.2997032640949555,0.33827893175074186,0.3264094955489614,0.0011933628402961598,0.0016287790117555697,0.0018384238350508412,0.0017739177355753728
20,Chapter 20,3,486,0.20334928229665072,0.29904306220095694,0.3373205741626794,0.3181818181818182,0.0013067959590110842,0.0019217587632515945,0.0021677438849477984,0.0020447513240996963
20,Chapter 20,4,521,0.16203703703703703,0.25,0.3449074074074074,0.30787037037037035,0.0011162999007787837,0.0017222912754872664,0.0023761240745148395,0.002120969811479689
20,Chapter 20,5,316,0.2114695340501792,0.26523297491039427,0.4229390681003584,0.34767025089605735,0.000883616385368215,0.0011082646189364055,0.00176723277073643,0.0014527252437409638
20,Chapter 20,6,416,0.1813031161473088,0.3087818696883853,0.3087818696883853,0.3087818696883853,0.0009973037886081568,0.0016985330149732667,0.0016985330149732667,0.0016985330149732667
21,Chapter 21,0,382,0.22324159021406728,0.5504587155963303,0.672782874617737,0.581039755351682,0.001127631865519447,0.0027804621341575406,0.003398342608414772,0.0029349322527218486
21,Chapter 21,1,619,0.20039292730844793,0.3320235756385069,0.3948919449901768,0.3948919449901768,0.0016402192632683108,0.002717618191101417,0.0032321967834993185,0.0032321967834993185
21,Chapter 21,2,130,0.2743362831858407,0.45132743362831856,0.504424778761062,0.504424778761062,0.00047158010226852257,0.0007758253295385371,0.0008670988977195417,0.0008670988977195417
21,Chapter 21,3,282,0.17012448132780084,0.5892116182572614,0.5892116182572614,0.5892116182572614,0.0006343731485790579,0.0021970972462982004,0.0021970972462982004,0.0021970972462982004
21,Chapter 21,4,462,0.18248175182481752,0.2822384428223844,0.46715328467153283,0.43795620437956206,0.0011147828702174607,0.0017241975059363395,0.0028538441477567,0.0026754788885219065
21,Chapter 21,5,603,0.27236580516898606,0.4552683896620278,0.4552683896620278,0.4552683896620278,0.002171694662112218,0.003630058960756919,0.003630058960756919,0.003630058960756919
22,Chapter 22,0,306,0.23134328358208955,0.34701492537313433,0.3805970149253731,0.3805970149253731,0.0009360675531711238,0.0014041013297566858,0.0015399821036041067,0.0015399821036041067
22,Chapter 22,1,387,0.14375,0.209375,0.253125,0.2375,0.0007356101076349403,0.0010714321132943697,0.0012953134504006558,0.0012153558300055536
22,Chapter 22,2,564,0.14516129032258066,0.2764976958525346,0.4216589861751152,0.3640552995391705,0.0010825769939165827,0.002062051416983967,0.0031446284109005497,0.0027150343656955566
22,Chapter 22,3,449,0.20876288659793815,0.38917525773195877,0.38917525773195877,0.38917525773195877,0.0012394485505312226,0.0023105769275335135,0.0023105769275335135,0.0023105769275335135
22,Chapter 22,4,521,0.2290748898678414,0.3656387665198238,0.3656387665198238,0.3656387665198238,0.0015781347370103585,0.0025189458302280724,0.0025189458302280724,0.0025189458302280724
22,Chapter 22,5,119,0.20212765957446807,0.574468085106383,0.574468085106383,0.574468085106383,0.00031805452475817443,0.0009039444387863907,0.0009039444387863907,0.0009039444387863907
23,Chapter 23,0,99,0.3146067415730337,0.6179775280898876,0.6179775280898876,0.6179775280898876,0.00041184337946910236,0.0008089780668143082,0.0008089780668143082,0.0008089780668143082
23,Chapter 23,1,198,0.21764705882352942,0.45294117647058824,0.45294117647058824,0.45294117647058824,0.0005698320372234261,0.0011858666720595626,0.0011858666720595626,0.0011858666720595626
23,Chapter 23,2,162,0.33793103448275863,0.46206896551724136,0.4827586206896552,0.4827586206896552,0.0007238889745088581,0.0009898073733080302,0.0010341271064412258,0.0010341271064412258
23,Chapter 23,3,181,0.2994011976047904,0.6586826347305389,0.6766467065868264,0.6706586826347305,0.000716573886844036,0.0015764625510568792,0.0016194569842675215,0.0016051255065306403
23,Chapter 23,4,303,0.24719101123595505,0.5318352059925093,0.5318352059925093,0.5318352059925093,0.0009903852696756985,0.0021308289135446848,0.0021308289135446848,0.0021308289135446848
23,Chapter 23,5,533,0.17204301075268819,0.34623655913978496,0.3720430107526882,0.36129032258064514,0.0012125317315629916,0.0024402201097705207,0.0026220998695049695,0.002546316636282282
23,Chapter 23,6,298,0.17142857142857143,0.2938775510204082,0.4326530612244898,0.37551020408163266,0.0006755046450389323,0.0011580079629238838,0.0017048450565268288,0.0014796768415138515
